trial,severity,mse,active_ingredient,year,spray,location,state
59,8,9.70913,azox_cypr,2007,2,LONDRINA,PR
118,8,37.49762,trif_prot,2009,3,CHAPADÃO DO SUL,MS
142,8,1.5844,pyra_epox,2010,3,DIAMANTINO,MT
144,8,43.60284,pico_cypr,2010,2,MAFRA,SC
187,8,2.65794,trif_prot,2011,2,CRUZ ALTA,RS
75,8.1,26.4184,pyra_epox,2007,2,LUIZ EDUARDO MAGALHÃES,BA
173,8.1,3.75288,pyra_epox,2011,2,RIO VERDE,GO
228,8.1,1.78622,pyra_epox,2013,3,PLANALTINA,DF
213,8.2,3.66927,pyra_epox,2013,2,SANTO ANTONIO DE GOIAS,GO
205,8.3,0.62674,azox,2012,2,ITAARA,RS
232,8.3,2.4556,tebu,2014,3,CAPÃO BONITO,SP
146,8.3,23.78373,pyra_epox,2010,3,CHAPADÃO DO SUL,MS
65,8.4,1.31913,azox,2007,2,GUARAPUAVA,PR
114,8.4,0.20099,tebu,2009,3,TANGARÁ DA SERRA,MT
240,8.4,1.08662,trif_prot,2014,3,DECIOLÂNDIA,MT
246,8.4,27.60144,pico_cypr,2014,2,LONDRINA,PR
82,8.5,44.25989,azox_cypr,2008,2,PASSO FUNDO,RS
104,8.5,12.08496,pico_cypr,2009,2,CAMPO VERDE,MT
118,8.5,37.49762,azox_cypr,2009,3,CHAPADÃO DO SUL,MS
168,8.5,16.11492,pyra_metc,2010,2,LONDRINA,PR
224,8.5,40.83477,pico_cypr,2013,2,JATAÍ,GO
235,8.5,15.77622,pico_cypr,2014,2,PRIMAVERA DO LESTE,MT
184,8.5,24.19623,azox_cypr,2011,2,MAFRA,SC
155,8.6,20.42122,pico_cypr,2010,2,LONDRINA,PR
15,8.8,20.62652,azox_cypr,2005,2,BRASÍLIA,DF
38,8.8,44.55256,tebu,2006,2,IPAMERI,GO
67,8.8,20.42879,pyra_epox,2007,2,UBERABA,MG
77,8.8,31.70614,azox_cypr,2007,2,PATO BRANCO,PR
129,8.8,5.01111,pyra_metc,2009,2,CAMPO VERDE,MT
146,8.8,23.78373,pyra_metc,2010,3,CHAPADÃO DO SUL,MS
194,8.8,33.8684,cypr,2012,2,JATAÍ,GO
232,8.8,2.4556,cypr,2014,3,CAPÃO BONITO,SP
233,8.8,13.58053,pico_cypr,2014,3,CHAPADÃO DO SUL,MS
173,8.8,3.75288,pyra_metc,2011,2,RIO VERDE,GO
56,8.8,10.16442,tebu,2007,2,GUARAPUAVA,PR
219,8.9,10.11219,trif_prot,2013,3,LONDRINA,PR
156,8.9,14.76843,pyra_metc,2010,3,LONDRINA,PR
219,8.9,10.11219,azox_cypr,2013,3,LONDRINA,PR
54,8.9,39.3165,cypr,2007,2,LUIZ EDUARDO MAGALHÃES,BA
98,9,0.7578,check,2009,2,JACIARA,MT
173,9,3.75288,pico_cypr,2011,2,RIO VERDE,GO
191,9,55.33878,pyra_epox,2011,2,LONDRINA,PR
204,9,10.64722,pyra_epox,2012,3,SENADOR CANEDO,GO
206,9,0.93333,pico_cypr,2012,2,PLANALTINA,DF
206,9,0.93333,azox_cypr,2012,2,PLANALTINA,DF
232,9,2.4556,azox,2014,3,CAPÃO BONITO,SP
159,9,44.1573,pyra_metc,2010,NA,GOIÂNIA,GO
181,9.1,43.46405,pico_cypr,2011,2,CASCAVEL,PR
156,9.1,14.76843,pico_cypr,2010,3,LONDRINA,PR
181,9.1,43.46405,trif_prot,2011,2,CASCAVEL,PR
184,9.1,24.19623,pico_cypr,2011,2,MAFRA,SC
59,9.2,9.70913,tebu,2007,2,LONDRINA,PR
148,9.2,4.23162,cypr,2010,2,DOURADOS,MS
246,9.2,27.60144,azox_cypr,2014,2,LONDRINA,PR
22,9.2,4.64198,cypr,2006,2,MARACAJÚ,MS
36,9.2,8.95266,cypr,2006,2,CHAPADÃO DO SUL,MS
228,9.2,1.78622,azox_cypr,2013,3,PLANALTINA,DF
246,9.2,27.60144,pyra_epox,2014,2,LONDRINA,PR
124,9.3,14.34246,azox_cypr,2009,NA,BRASNORTE,MT
134,9.3,1.50873,pyra_metc,2009,NA,SANTA MARIA,RS
186,9.3,31.15238,tebu,2011,2,CAMAQUÃ,RS
249,9.3,1.22953,azox_cypr,2014,2,BRASÍLIA,DF
213,9.3,3.66927,azox_cypr,2013,2,SANTO ANTONIO DE GOIAS,GO
13,9.4,28.05183,tebu,2005,2,PAULÍNIA,SP
100,9.4,20.54338,pyra_epox,2009,3,LONDRINA,PR
139,9.4,16.4881,azox_cypr,2009,2,PAULÍNIA,SP
184,9.4,24.19623,pyra_metc,2011,2,MAFRA,SC
77,9.4,31.70614,tebu,2007,2,PATO BRANCO,PR
30,9.4,4.59517,tebu,2006,2,SENADOR CANEDO,GO
191,9.5,55.33878,trif_prot,2011,2,LONDRINA,PR
208,9.5,11.25278,trif_prot,2012,2,PALMEIRA,PR
232,9.5,2.4556,azox_cypr,2014,3,CAPÃO BONITO,SP
244,9.5,28.18987,cypr,2014,3,CASCAVEL,PR
7,9.6,6.4116,check,2005,2,IPAMERI,GO
53,9.7,2.1057,check,2007,2,DOURADOS,MS
127,9.8,5.48432,azox_cypr,2009,2,RIO VERDE,GO
91,9.8,2.567,check,2009,2,PONTA PORÃ,MS
229,9.9,4.42391,azox_cypr,2013,2,PASSO FUNDO,RS
131,10,11.28952,pyra_metc,2009,3,LONDRINA,PR
142,10,1.5844,pico_cypr,2010,3,DIAMANTINO,MT
178,10,1.06754,azox_cypr,2011,2,DECIOLÂNDIA,MT
208,10,11.25278,cypr,2012,2,PALMEIRA,PR
56,10.1,10.16442,cypr,2007,2,GUARAPUAVA,PR
246,10.1,27.60144,pyra_metc,2014,2,LONDRINA,PR
185,10.1,32.22233,azox_cypr,2011,2,MAFRA,SC
220,10.1,43.27491,azox_cypr,2013,2,CHAPADÃO DO SUL,MS
223,10.2,71.92403,pyra_epox,2013,2,LONDRINA,PR
40,10.2,40.76914,tebu,2007,2,LONDRINA,PR
17,10.2,15.08667,tebu,2005,2,RIO VERDE,GO
103,10.3,27.17641,azox_cypr,2009,3,UBERABA,MG
128,10.3,11.68611,tebu,2009,3,UBERABA,MG
205,10.3,0.62674,cypr,2012,2,ITAARA,RS
184,10.3,24.19623,pyra_epox,2011,2,MAFRA,SC
168,10.4,16.11492,pico_cypr,2010,2,LONDRINA,PR
58,10.4,6.75534,azox,2007,2,TAMARANA,PR
77,10.5,31.70614,pyra_epox,2007,2,PATO BRANCO,PR
86,10.5,13.95273,pico_cypr,2008,NA,GOIÂNIA,GO
30,10.5,4.59517,cypr,2006,2,SENADOR CANEDO,GO
38,10.5,44.55256,cypr,2006,2,IPAMERI,GO
82,10.5,44.25989,tebu,2008,2,PASSO FUNDO,RS
116,10.5,1.5284,check,2009,2,PONTA PORÃ,MS
142,10.5,1.5844,azox_cypr,2010,3,DIAMANTINO,MT
178,10.5,1.06754,pico_cypr,2011,2,DECIOLÂNDIA,MT
187,10.5,2.65794,pyra_epox,2011,2,CRUZ ALTA,RS
229,10.5,4.42391,trif_prot,2013,2,PASSO FUNDO,RS
232,10.5,2.4556,pyra_metc,2014,3,CAPÃO BONITO,SP
57,10.7,10.24555,cypr,2007,2,PATO BRANCO,PR
106,10.7,27.16694,azox_cypr,2009,3,LONDRINA,PR
99,10.8,7.74542,pico_cypr,2009,NA,BRASNORTE,MT
146,10.8,23.78373,pico_cypr,2010,3,CHAPADÃO DO SUL,MS
147,10.8,8.93935,pico_cypr,2010,3,CASCAVEL,PR
178,10.8,1.06754,pyra_metc,2011,2,DECIOLÂNDIA,MT
213,10.8,3.66927,pico_cypr,2013,2,SANTO ANTONIO DE GOIAS,GO
173,10.9,3.75288,azox_cypr,2011,2,RIO VERDE,GO
220,10.9,43.27491,pico_cypr,2013,2,CHAPADÃO DO SUL,MS
106,10.9,27.16694,pico_cypr,2009,3,LONDRINA,PR
111,10.9,27.74609,tebu,2009,2,JATAÍ,GO
76,11,14.94828,tebu,2007,2,RIACHÃO,MA
187,11,2.65794,pyra_metc,2011,2,CRUZ ALTA,RS
206,11,0.93333,pyra_epox,2012,2,PLANALTINA,DF
231,11,0.73264,azox,2013,2,ENTRE RIOS,PR
232,11,2.4556,pyra_epox,2014,3,CAPÃO BONITO,SP
86,11,13.95273,azox_cypr,2008,NA,GOIÂNIA,GO
39,11.1,20.14764,cypr,2007,2,TAMARANA,PR
223,11.2,71.92403,trif_prot,2013,2,LONDRINA,PR
29,11.3,15.58143,cypr,2006,2,GOIÂNIA,GO
47,11.3,52.53432,cypr,2007,2,UBERABA,MG
232,11.3,2.4556,trif_prot,2014,3,CAPÃO BONITO,SP
181,11.3,43.46405,azox_cypr,2011,2,CASCAVEL,PR
99,11.4,7.74542,pyra_epox,2009,NA,BRASNORTE,MT
132,11.4,28.07652,tebu,2009,2,PLANALTINA,DF
137,11.4,16.9716,tebu,2009,2,JATAÍ,GO
208,11.5,11.25278,azox_cypr,2012,2,PALMEIRA,PR
244,11.5,28.18987,azox,2014,3,CASCAVEL,PR
162,11.7,20.24685,cypr,2010,3,ENTRE RIOS,PR
216,11.8,21.61276,tebu,2013,2,PRIMAVERA DO LESTE,MT
244,11.8,28.18987,tebu,2014,3,CASCAVEL,PR
251,11.8,0.45,tebu,2014,2,PALMEIRA,PR
6,11.8,37.79475,azox_cypr,2005,2,GOIÂNIA,GO
37,11.9,519.11825,tebu,2006,2,COSTA RICA,MS
154,11.9,9.61924,pyra_metc,2010,2,SENADOR CANEDO,GO
223,12,71.92403,pico_cypr,2013,2,LONDRINA,PR
156,12,14.76843,azox_cypr,2010,3,LONDRINA,PR
178,12,1.06754,pyra_epox,2011,2,DECIOLÂNDIA,MT
227,12,25.03053,trif_prot,2013,3,ITAARA,RS
27,12,32.56216,tebu,2006,2,LUIZ EDUARDO MAGALHÃES,BA
131,12.1,11.28952,azox_cypr,2009,3,LONDRINA,PR
148,12.1,4.2316,check,2010,2,DOURADOS,MS
114,12.3,0.201,check,2009,3,TANGARÁ DA SERRA,MT
205,12.3,0.62674,tebu,2012,2,ITAARA,RS
232,12.3,2.4556,pico_cypr,2014,3,CAPÃO BONITO,SP
99,12.4,7.74542,azox_cypr,2009,NA,BRASNORTE,MT
67,12.5,20.42879,azox,2007,2,UBERABA,MG
89,12.5,0.2597,check,2009,3,TANGARÁ DA SERRA,MT
187,12.5,2.65794,pico_cypr,2011,2,CRUZ ALTA,RS
216,12.5,21.61276,pyra_epox,2013,2,PRIMAVERA DO LESTE,MT
149,12.6,283.93882,pyra_epox,2010,2,LUIZ EDUARDO MAGALHÃES,BA
103,12.6,27.17641,tebu,2009,3,UBERABA,MG
242,12.6,9.05476,trif_prot,2014,NA,SANTO ANTONIO DE GOIAS,GO
233,12.6,13.58053,azox_cypr,2014,3,CHAPADÃO DO SUL,MS
224,12.7,40.83477,cypr,2013,2,JATAÍ,GO
231,12.8,0.73264,tebu,2013,2,ENTRE RIOS,PR
246,12.8,27.60144,tebu,2014,2,LONDRINA,PR
246,12.8,27.60144,azox,2014,2,LONDRINA,PR
35,12.9,1.6237,check,2006,2,PATO BRANCO,PR
249,13,1.22953,cypr,2014,2,BRASÍLIA,DF
68,13,14.30184,azox_cypr,2007,2,SENADOR CANEDO,GO
147,13.3,8.93935,pyra_metc,2010,3,CASCAVEL,PR
202,13.3,9.90909,pico_cypr,2012,2,MAFRA,SC
227,13.3,25.03053,pico_cypr,2013,3,ITAARA,RS
225,13.3,31.76616,pico_cypr,2013,3,PALMEIRA,PR
156,13.4,14.76843,pyra_epox,2010,3,LONDRINA,PR
168,13.5,16.11492,tebu,2010,2,LONDRINA,PR
208,13.5,11.25278,pico_cypr,2012,2,PALMEIRA,PR
101,13.7,6.63221,tebu,2009,2,RIO VERDE,GO
84,13.8,10.49907,tebu,2008,2,CHAPADÃO DO SUL,MS
106,13.8,27.16694,pyra_epox,2009,3,LONDRINA,PR
209,13.8,7.56114,azox,2013,2,CAPÃO BONITO,SP
209,13.8,7.56114,trif_prot,2013,2,CAPÃO BONITO,SP
209,13.8,7.56114,cypr,2013,2,CAPÃO BONITO,SP
216,13.8,21.61276,azox,2013,2,PRIMAVERA DO LESTE,MT
188,13.9,29.87248,trif_prot,2011,2,PASSO FUNDO,RS
124,13.9,14.34246,pyra_metc,2009,NA,BRASNORTE,MT
146,13.9,23.78373,azox_cypr,2010,3,CHAPADÃO DO SUL,MS
108,14,7.40093,azox_cypr,2009,2,SANTA MARIA,RS
120,14,4.79048,pyra_metc,2009,2,LUCAS DO RIO VERDE,MT
228,14,1.78622,azox,2013,3,PLANALTINA,DF
165,14.1,12.79339,pico_cypr,2010,2,IRACEMÁPOLIS,SP
119,14.1,2.8757,tebu,2009,3,ENTRE RIOS,PR
225,14.2,31.76616,pyra_epox,2013,3,PALMEIRA,PR
108,14.3,7.40093,pyra_epox,2009,2,SANTA MARIA,RS
200,14.3,4.01285,cypr,2012,2,LONDRINA,PR
201,14.3,25.4434,pico_cypr,2012,2,CAPÃO BONITO,SP
239,14.3,12.04741,trif_prot,2014,2,PRIMAVERA DO LESTE,MT
82,14.4,44.25989,pico_cypr,2008,2,PASSO FUNDO,RS
108,14.5,7.40093,pico_cypr,2009,2,SANTA MARIA,RS
204,14.5,10.64722,azox,2012,3,SENADOR CANEDO,GO
208,14.5,11.25278,pyra_epox,2012,2,PALMEIRA,PR
249,14.5,1.22953,pyra_epox,2014,2,BRASÍLIA,DF
225,14.5,31.76616,trif_prot,2013,3,PALMEIRA,PR
213,14.6,3.66927,cypr,2013,2,SANTO ANTONIO DE GOIAS,GO
191,14.8,55.33878,azox_cypr,2011,2,LONDRINA,PR
194,14.8,33.8684,tebu,2012,2,JATAÍ,GO
147,14.8,8.93935,pyra_epox,2010,3,CASCAVEL,PR
213,14.9,3.66927,azox,2013,2,SANTO ANTONIO DE GOIAS,GO
57,14.9,10.2455,check,2007,2,PATO BRANCO,PR
213,14.9,3.66927,tebu,2013,2,SANTO ANTONIO DE GOIAS,GO
147,15,8.93935,azox_cypr,2010,3,CASCAVEL,PR
208,15,11.25278,azox,2012,2,PALMEIRA,PR
209,15,7.56114,pyra_epox,2013,2,CAPÃO BONITO,SP
209,15,7.56114,azox_cypr,2013,2,CAPÃO BONITO,SP
209,15,7.56114,tebu,2013,2,CAPÃO BONITO,SP
249,15,1.22953,azox,2014,2,BRASÍLIA,DF
69,15.2,26.3444,tebu,2007,2,GOIÂNIA,GO
127,15.2,5.48432,pyra_metc,2009,2,RIO VERDE,GO
168,15.3,16.11492,cypr,2010,2,LONDRINA,PR
219,15.3,10.11219,tebu,2013,3,LONDRINA,PR
225,15.3,31.76616,azox_cypr,2013,3,PALMEIRA,PR
220,15.5,43.27491,pyra_epox,2013,2,CHAPADÃO DO SUL,MS
224,15.7,40.83477,tebu,2013,2,JATAÍ,GO
83,15.7,6.9366,check,2008,NA,DOURADOS,MS
142,15.8,1.5844,pyra_metc,2010,3,DIAMANTINO,MT
208,15.8,11.25278,tebu,2012,2,PALMEIRA,PR
225,15.8,31.76616,cypr,2013,3,PALMEIRA,PR
229,15.8,4.42391,azox,2013,2,PASSO FUNDO,RS
83,15.8,6.93658,tebu,2008,NA,DOURADOS,MS
165,15.8,12.79339,pyra_metc,2010,2,IRACEMÁPOLIS,SP
107,15.9,16.49676,tebu,2009,2,PLANALTINA,DF
191,16,55.33878,pico_cypr,2011,2,LONDRINA,PR
197,16,2.41944,trif_prot,2012,3,DECIOLÂNDIA,MT
206,16,0.93333,azox,2012,2,PLANALTINA,DF
249,16,1.22953,pyra_metc,2014,2,BRASÍLIA,DF
49,16.2,38.89591,tebu,2007,2,GOIÂNIA,GO
15,16.2,20.62652,tebu,2005,2,BRASÍLIA,DF
150,16.3,12.41987,pyra_epox,2010,2,SERRA PETROVINA,MT
186,16.3,31.1524,check,2011,2,CAMAQUÃ,RS
198,16.3,9.63507,trif_prot,2012,2,PLANALTINA,DF
232,16.3,2.4556,check,2014,3,CAPÃO BONITO,SP
24,16.4,14.60036,cypr,2006,2,CASCAVEL,PR
229,16.5,4.42391,pyra_epox,2013,2,PASSO FUNDO,RS
169,16.5,2.76496,cypr,2010,2,CRUZ ALTA,RS
174,16.7,37.16914,azox_cypr,2011,2,SENADOR CANEDO,GO
132,16.7,28.07652,pyra_metc,2009,2,PLANALTINA,DF
227,16.8,25.03053,pyra_epox,2013,3,ITAARA,RS
77,16.9,31.70614,azox,2007,2,PATO BRANCO,PR
139,16.9,16.4881,tebu,2009,2,PAULÍNIA,SP
32,17,8.88889,tebu,2006,2,PAULÍNIA,SP
204,17,10.64722,cypr,2012,3,SENADOR CANEDO,GO
239,17,12.04741,pyra_metc,2014,2,PRIMAVERA DO LESTE,MT
69,17.2,26.3444,azox_cypr,2007,2,GOIÂNIA,GO
74,17.3,69.31855,azox_cypr,2007,2,DOURADOS,MS
145,17.3,25.53655,pico_cypr,2010,2,CHAPADÃO DO SUL,MS
188,17.3,29.87248,pyra_metc,2011,2,PASSO FUNDO,RS
246,17.5,27.60144,cypr,2014,2,LONDRINA,PR
23,17.5,8.68056,cypr,2006,NA,GUARAPUAVA,PR
63,17.5,48.03922,azox_cypr,2007,2,SÃO GABRIEL DO OESTE,MS
227,17.5,25.03053,azox_cypr,2013,3,ITAARA,RS
239,17.5,12.04741,pico_cypr,2014,2,PRIMAVERA DO LESTE,MT
165,17.5,12.79339,pyra_epox,2010,2,IRACEMÁPOLIS,SP
136,17.6,34.23713,tebu,2009,2,PASSO FUNDO,RS
123,17.6,1.4559,check,2009,2,JACIARA,MT
132,17.7,28.07652,trif_prot,2009,2,PLANALTINA,DF
19,17.7,0.1039,check,2005,2,CANDIDO MOTA,SP
131,17.7,11.28952,tebu,2009,3,LONDRINA,PR
134,17.8,1.50873,tebu,2009,NA,SANTA MARIA,RS
202,17.8,9.90909,tebu,2012,2,MAFRA,SC
225,17.8,31.76616,azox,2013,3,PALMEIRA,PR
219,17.9,10.11219,cypr,2013,3,LONDRINA,PR
164,18,118.85658,cypr,2010,2,UBERABA,MG
201,18,25.4434,pyra_epox,2012,2,CAPÃO BONITO,SP
233,18,13.58053,cypr,2014,3,CHAPADÃO DO SUL,MS
238,18,1.87802,trif_prot,2014,3,RIO VERDE,GO
249,18,1.22953,tebu,2014,2,BRASÍLIA,DF
225,18,31.76616,tebu,2013,3,PALMEIRA,PR
23,18.1,8.68056,tebu,2006,NA,GUARAPUAVA,PR
239,18.3,12.04741,pyra_epox,2014,2,PRIMAVERA DO LESTE,MT
239,18.3,12.04741,azox_cypr,2014,2,PRIMAVERA DO LESTE,MT
154,18.4,9.61924,cypr,2010,2,SENADOR CANEDO,GO
233,18.4,13.58053,pyra_epox,2014,3,CHAPADÃO DO SUL,MS
165,18.5,12.79339,azox_cypr,2010,2,IRACEMÁPOLIS,SP
157,18.5,3.07658,pyra_metc,2010,2,CAPÃO BONITO,SP
228,18.5,1.78622,cypr,2013,3,PLANALTINA,DF
188,18.7,29.87248,azox_cypr,2011,2,PASSO FUNDO,RS
129,18.8,5.01111,tebu,2009,2,CAMPO VERDE,MT
207,18.8,0.32639,azox,2012,2,GUARAPUAVA,PR
235,18.8,15.77622,cypr,2014,2,PRIMAVERA DO LESTE,MT
74,18.9,69.31855,tebu,2007,2,DOURADOS,MS
174,19,37.16914,pyra_epox,2011,2,SENADOR CANEDO,GO
241,19.1,15.68549,trif_prot,2014,2,SANTO ANTONIO DE GOIAS,GO
233,19.1,13.58053,tebu,2014,3,CHAPADÃO DO SUL,MS
59,19.2,9.70913,pyra_epox,2007,2,LONDRINA,PR
189,19.3,2.98095,tebu,2011,2,PASSO FUNDO,RS
125,19.4,2.18833,tebu,2009,3,LONDRINA,PR
106,19.6,27.16694,tebu,2009,3,LONDRINA,PR
157,19.8,3.07658,pyra_epox,2010,2,CAPÃO BONITO,SP
171,19.8,5.71215,pyra_metc,2011,2,PLANALTINA,DF
198,19.8,9.63507,pico_cypr,2012,2,PLANALTINA,DF
207,19.8,0.32639,cypr,2012,2,GUARAPUAVA,PR
94,19.8,0.063,check,2009,3,ENTRE RIOS,PR
174,19.9,37.16914,trif_prot,2011,2,SENADOR CANEDO,GO
63,20,48.03922,pyra_epox,2007,2,SÃO GABRIEL DO OESTE,MS
134,20,1.50873,azox_cypr,2009,NA,SANTA MARIA,RS
164,20,118.85658,pyra_metc,2010,2,UBERABA,MG
174,20,37.16914,pico_cypr,2011,2,SENADOR CANEDO,GO
183,20,16.55883,tebu,2011,2,LONDRINA,PR
201,20,25.4434,trif_prot,2012,2,CAPÃO BONITO,SP
211,20,160.71324,trif_prot,2013,3,CASCAVEL,PR
215,20,69.97863,trif_prot,2013,2,PEDRA PRETA,MT
247,20,7.69267,trif_prot,2014,2,PAULÍNIA,SP
250,20,4.57996,trif_prot,2014,2,SANTA MARIA,RS
158,20.1,7.43021,cypr,2010,NA,SENADOR CANEDO,GO
211,20.2,160.71324,pico_cypr,2013,3,CASCAVEL,PR
102,20.3,13.95629,azox_cypr,2009,2,RIO VERDE,GO
40,20.3,40.76914,cypr,2007,2,LONDRINA,PR
171,20.5,5.71215,pico_cypr,2011,2,PLANALTINA,DF
206,20.5,0.93333,cypr,2012,2,PLANALTINA,DF
235,20.5,15.77622,azox_cypr,2014,2,PRIMAVERA DO LESTE,MT
251,20.5,0.45,cypr,2014,2,PALMEIRA,PR
108,20.6,7.40093,tebu,2009,2,SANTA MARIA,RS
6,20.7,37.7947,check,2005,2,GOIÂNIA,GO
223,20.7,71.92403,tebu,2013,2,LONDRINA,PR
10,20.8,8.5765,check,2005,2,RIACHÃO,MA
134,21,1.50873,trif_prot,2009,NA,SANTA MARIA,RS
157,21.1,3.07658,tebu,2010,2,CAPÃO BONITO,SP
157,21.1,3.07658,azox_cypr,2010,2,CAPÃO BONITO,SP
188,21.1,29.87248,pyra_epox,2011,2,PASSO FUNDO,RS
150,21.3,12.41987,pico_cypr,2010,2,SERRA PETROVINA,MT
171,21.3,5.71215,pyra_epox,2011,2,PLANALTINA,DF
183,21.3,16.55883,cypr,2011,2,LONDRINA,PR
228,21.3,1.78622,tebu,2013,3,PLANALTINA,DF
25,21.3,17.13778,tebu,2006,2,CAPÃO BONITO,SP
92,21.3,76.64312,tebu,2009,2,CHAPADÃO DO SUL,MS
28,21.4,92.71949,tebu,2006,2,GOIÂNIA,GO
27,21.7,32.56216,cypr,2006,2,LUIZ EDUARDO MAGALHÃES,BA
197,21.8,2.41944,pico_cypr,2012,3,DECIOLÂNDIA,MT
197,21.8,2.41944,azox_cypr,2012,3,DECIOLÂNDIA,MT
244,21.8,28.18987,pyra_metc,2014,3,CASCAVEL,PR
145,21.8,25.53655,azox_cypr,2010,2,CHAPADÃO DO SUL,MS
172,21.9,17.74669,pyra_epox,2011,2,GOIÂNIA,GO
172,22,17.74669,pyra_metc,2011,2,GOIÂNIA,GO
37,22,519.11825,cypr,2006,2,COSTA RICA,MS
198,22,9.63507,pyra_epox,2012,2,PLANALTINA,DF
229,22.2,4.42391,tebu,2013,2,PASSO FUNDO,RS
25,22.3,17.13778,cypr,2006,2,CAPÃO BONITO,SP
95,22.3,4.09635,pico_cypr,2009,2,LUCAS DO RIO VERDE,MT
22,22.4,4.642,check,2006,2,MARACAJÚ,MS
55,22.4,9.66726,tebu,2007,2,RIACHÃO,MA
172,22.4,17.74669,trif_prot,2011,2,GOIÂNIA,GO
66,22.5,36.38628,azox_cypr,2007,2,CAPÃO BONITO,SP
180,22.5,37.39107,trif_prot,2011,2,RONDONÓPOLIS,MT
226,22.5,74.28072,pyra_epox,2013,2,PAULÍNIA,SP
165,22.6,12.79339,tebu,2010,2,IRACEMÁPOLIS,SP
102,22.7,13.95629,pico_cypr,2009,2,RIO VERDE,GO
157,22.7,3.07658,pico_cypr,2010,2,CAPÃO BONITO,SP
213,22.9,3.6693,check,2013,2,SANTO ANTONIO DE GOIAS,GO
102,22.9,13.95629,pyra_epox,2009,2,RIO VERDE,GO
71,23,44.67594,pyra_epox,2007,2,CHAPADÃO DO SUL,MS
177,23,50.33197,pyra_metc,2011,2,CAMPO VERDE,MT
198,23,9.63507,azox_cypr,2012,2,PLANALTINA,DF
200,23,4.01285,tebu,2012,2,LONDRINA,PR
226,23,74.28072,trif_prot,2013,2,PAULÍNIA,SP
247,23,7.69267,pico_cypr,2014,2,PAULÍNIA,SP
86,23.1,13.95273,tebu,2008,NA,GOIÂNIA,GO
172,23.1,17.74669,pico_cypr,2011,2,GOIÂNIA,GO
157,23.1,3.07658,cypr,2010,2,CAPÃO BONITO,SP
233,23.1,13.58053,azox,2014,3,CHAPADÃO DO SUL,MS
30,23.2,4.5952,check,2006,2,SENADOR CANEDO,GO
242,23.2,9.05476,pico_cypr,2014,NA,SANTO ANTONIO DE GOIAS,GO
95,23.3,4.09635,azox_cypr,2009,2,LUCAS DO RIO VERDE,MT
197,23.3,2.41944,pyra_epox,2012,3,DECIOLÂNDIA,MT
206,23.3,0.93333,tebu,2012,2,PLANALTINA,DF
237,23.3,27.19569,trif_prot,2014,3,RIO VERDE,GO
229,23.3,4.42391,cypr,2013,2,PASSO FUNDO,RS
80,23.5,3.81511,tebu,2008,2,MARILÂNDIA DO SUL,PR
120,23.5,4.79048,tebu,2009,2,LUCAS DO RIO VERDE,MT
211,23.5,160.71324,azox_cypr,2013,3,CASCAVEL,PR
74,23.6,69.31855,pyra_epox,2007,2,DOURADOS,MS
157,23.7,3.0766,check,2010,2,CAPÃO BONITO,SP
180,23.8,37.39107,pyra_metc,2011,2,RONDONÓPOLIS,MT
59,23.8,9.70913,azox,2007,2,LONDRINA,PR
87,23.9,14.8669,check,2008,NA,SÃO DESIDÉRIO,BA
68,24.2,14.30184,azox,2007,2,SENADOR CANEDO,GO
189,24.3,2.981,check,2011,2,PASSO FUNDO,RS
135,24.4,19.38492,trif_prot,2009,2,CAPÃO BONITO,SP
166,24.4,0.1881,check,2010,2,ITAARA,RS
69,24.4,26.3444,pyra_epox,2007,2,GOIÂNIA,GO
188,24.5,29.87248,pico_cypr,2011,2,PASSO FUNDO,RS
170,24.5,3.66239,pico_cypr,2010,3,LUZIANIA,GO
244,24.5,28.18987,pico_cypr,2014,3,CASCAVEL,PR
12,24.8,10.92988,tebu,2005,2,PAULÍNIA,SP
103,24.8,27.1764,check,2009,3,UBERABA,MG
109,24.8,16.89974,pico_cypr,2009,2,SANTA MARIA,RS
171,24.8,5.71215,trif_prot,2011,2,PLANALTINA,DF
244,24.8,28.18987,pyra_epox,2014,3,CASCAVEL,PR
31,25,23.70635,tebu,2006,2,PAULÍNIA,SP
46,25,46.52903,tebu,2007,2,CAPÃO BONITO,SP
171,25,5.71215,azox_cypr,2011,2,PLANALTINA,DF
175,25,5.18648,trif_prot,2011,2,CHAPADÃO DO SUL,MS
222,25.2,78.67347,trif_prot,2013,3,RIO VERDE,GO
169,25.3,2.76496,tebu,2010,2,CRUZ ALTA,RS
60,25.5,10.8433,tebu,2007,2,PAULÍNIA,SP
71,25.5,44.67594,azox,2007,2,CHAPADÃO DO SUL,MS
109,25.5,16.89974,pyra_epox,2009,2,SANTA MARIA,RS
77,25.6,31.7061,check,2007,2,PATO BRANCO,PR
26,25.6,303.11364,tebu,2006,2,UBERABA,MG
110,25.6,16.46864,azox_cypr,2009,3,CAPÃO BONITO,SP
60,25.8,10.8433,pyra_epox,2007,2,PAULÍNIA,SP
128,25.8,11.6861,check,2009,3,UBERABA,MG
21,26.3,19.14683,tebu,2006,2,CAMPO VERDE,MT
104,26.3,12.08496,pyra_epox,2009,2,CAMPO VERDE,MT
161,26.3,10.64645,cypr,2010,2,LONDRINA,PR
175,26.3,5.18648,pyra_metc,2011,2,CHAPADÃO DO SUL,MS
251,26.3,0.45,azox,2014,2,PALMEIRA,PR
