trial,severity,mse,active_ingredient,year,spray,location,state
100,26.3,20.54338,tebu,2009,3,LONDRINA,PR
126,26.6,0.0591,check,2009,2,RIO VERDE,GO
170,26.8,3.66239,pyra_epox,2010,3,LUZIANIA,GO
170,26.8,3.66239,azox_cypr,2010,3,LUZIANIA,GO
214,26.8,93.58307,trif_prot,2013,3,DIAMANTINO,MT
165,27,12.79339,cypr,2010,2,IRACEMÁPOLIS,SP
199,27,54.00694,trif_prot,2012,2,IRACEMÁPOLIS,SP
230,27,127.28098,trif_prot,2013,3,MAUA DA SERRA,PR
251,27,0.45,check,2014,2,PALMEIRA,PR
69,27.2,26.3444,azox,2007,2,GOIÂNIA,GO
60,27.3,10.8433,azox_cypr,2007,2,PAULÍNIA,SP
74,27.3,69.31855,azox,2007,2,DOURADOS,MS
90,27.3,3.94954,tebu,2009,3,TANGARÁ DA SERRA,MT
72,27.5,131.57095,azox_cypr,2007,2,CHAPADÃO DO SUL,MS
150,27.5,12.41987,pyra_metc,2010,2,SERRA PETROVINA,MT
164,27.5,118.85658,pico_cypr,2010,2,UBERABA,MG
172,27.6,17.74669,azox_cypr,2011,2,GOIÂNIA,GO
238,27.6,1.87802,pico_cypr,2014,3,RIO VERDE,GO
119,27.7,2.8757,check,2009,3,ENTRE RIOS,PR
48,27.7,24.52875,tebu,2007,2,SENADOR CANEDO,GO
229,27.7,4.4239,check,2013,2,PASSO FUNDO,RS
143,27.8,51.42749,pyra_metc,2010,2,RIO VERDE,GO
248,28,80.1194,trif_prot,2014,3,JATAÍ,GO
175,28.1,5.18648,pico_cypr,2011,2,CHAPADÃO DO SUL,MS
12,28.3,10.92988,azox_cypr,2005,2,PAULÍNIA,SP
199,28.3,54.00694,pico_cypr,2012,2,IRACEMÁPOLIS,SP
143,28.6,51.42749,pico_cypr,2010,2,RIO VERDE,GO
143,28.6,51.42749,pyra_epox,2010,2,RIO VERDE,GO
211,28.6,160.71324,cypr,2013,3,CASCAVEL,PR
109,28.8,16.89974,azox_cypr,2009,2,SANTA MARIA,RS
127,28.8,5.48432,tebu,2009,2,RIO VERDE,GO
135,28.8,19.38492,azox_cypr,2009,2,CAPÃO BONITO,SP
175,28.8,5.18648,pyra_epox,2011,2,CHAPADÃO DO SUL,MS
223,28.8,71.92403,azox,2013,2,LONDRINA,PR
133,29,3.06349,pyra_metc,2009,2,SANTA MARIA,RS
250,29,4.57996,pico_cypr,2014,2,SANTA MARIA,RS
233,29.1,13.5805,check,2014,3,CHAPADÃO DO SUL,MS
95,29.3,4.09635,pyra_epox,2009,2,LUCAS DO RIO VERDE,MT
199,29.3,54.00694,pyra_epox,2012,2,IRACEMÁPOLIS,SP
227,29.3,25.03053,azox,2013,3,ITAARA,RS
70,29.4,5.5217,check,2007,2,ALVORADA,TO
245,29.4,23.52286,trif_prot,2014,3,MARILÂNDIA DO SUL,PR
39,29.4,20.1476,check,2007,2,TAMARANA,PR
54,29.7,39.3165,check,2007,2,LUIZ EDUARDO MAGALHÃES,BA
112,29.8,90.67274,pyra_epox,2009,2,IRACEMÁPOLIS,SP
164,29.8,118.85658,pyra_epox,2010,2,UBERABA,MG
170,29.8,3.66239,pyra_metc,2010,3,LUZIANIA,GO
243,29.8,5.36272,pico_cypr,2014,3,SENADOR CANEDO,GO
31,30,23.70635,cypr,2006,2,PAULÍNIA,SP
46,30,46.52903,cypr,2007,2,CAPÃO BONITO,SP
76,30,14.94828,pyra_epox,2007,2,RIACHÃO,MA
180,30,37.39107,pyra_epox,2011,2,RONDONÓPOLIS,MT
199,30,54.00694,azox_cypr,2012,2,IRACEMÁPOLIS,SP
249,30,1.2295,check,2014,2,BRASÍLIA,DF
86,30.2,13.9527,check,2008,NA,GOIÂNIA,GO
138,30.3,14.77937,azox_cypr,2009,2,IRACEMÁPOLIS,SP
226,30.5,74.28072,pico_cypr,2013,2,PAULÍNIA,SP
241,30.6,15.68549,pico_cypr,2014,2,SANTO ANTONIO DE GOIAS,GO
175,30.6,5.18648,azox_cypr,2011,2,CHAPADÃO DO SUL,MS
44,30.8,41.00379,tebu,2007,2,SÃO GABRIEL DO OESTE,MS
32,31,8.88889,cypr,2006,2,PAULÍNIA,SP
181,31.1,43.46405,cypr,2011,2,CASCAVEL,PR
97,31.1,18.23483,tebu,2009,3,GOIÂNIA,GO
21,31.3,19.14683,cypr,2006,2,CAMPO VERDE,MT
198,31.3,9.63507,azox,2012,2,PLANALTINA,DF
195,31.3,5.74013,trif_prot,2012,2,RIO VERDE,GO
41,31.4,19.56324,tebu,2007,2,PAULÍNIA,SP
68,31.4,14.30184,tebu,2007,2,SENADOR CANEDO,GO
49,31.6,38.89591,cypr,2007,2,GOIÂNIA,GO
66,31.7,36.38628,pyra_epox,2007,2,CAPÃO BONITO,SP
161,31.9,10.64645,tebu,2010,2,LONDRINA,PR
185,31.9,32.22233,cypr,2011,2,MAFRA,SC
143,32,51.42749,azox_cypr,2010,2,RIO VERDE,GO
115,32,1.40317,tebu,2009,3,TANGARÁ DA SERRA,MT
159,32,44.1573,cypr,2010,NA,GOIÂNIA,GO
68,32.2,14.30184,pyra_epox,2007,2,SENADOR CANEDO,GO
71,32.3,44.67594,tebu,2007,2,CHAPADÃO DO SUL,MS
96,32.3,16.60406,azox_cypr,2009,2,LUCAS DO RIO VERDE,MT
75,32.4,26.4184,check,2007,2,LUIZ EDUARDO MAGALHÃES,BA
118,32.5,37.49762,pyra_metc,2009,3,CHAPADÃO DO SUL,MS
180,32.5,37.39107,pico_cypr,2011,2,RONDONÓPOLIS,MT
215,32.5,69.97863,azox_cypr,2013,2,PEDRA PRETA,MT
48,32.5,24.52875,cypr,2007,2,SENADOR CANEDO,GO
195,32.7,5.74013,pico_cypr,2012,2,RIO VERDE,GO
76,32.8,14.94828,azox_cypr,2007,2,RIACHÃO,MA
155,32.8,20.42122,tebu,2010,2,LONDRINA,PR
122,32.9,5.5159,tebu,2009,3,GOIÂNIA,GO
58,33,6.7553,check,2007,2,TAMARANA,PR
154,33.2,9.61924,tebu,2010,2,SENADOR CANEDO,GO
138,33.3,14.77937,trif_prot,2009,2,IRACEMÁPOLIS,SP
203,33.3,116.98889,pico_cypr,2012,3,SANTO ANTONIO DE GOIAS,GO
42,33.5,2.00319,tebu,2007,2,PLANALTINA,DF
188,33.6,29.87248,cypr,2011,2,PASSO FUNDO,RS
124,33.6,14.34246,tebu,2009,NA,BRASNORTE,MT
111,33.7,27.7461,check,2009,2,JATAÍ,GO
110,33.8,16.46864,pico_cypr,2009,3,CAPÃO BONITO,SP
215,33.8,69.97863,pico_cypr,2013,2,PEDRA PRETA,MT
95,34,4.09635,tebu,2009,2,LUCAS DO RIO VERDE,MT
121,34,3.04921,trif_prot,2009,2,LUCAS DO RIO VERDE,MT
51,34.1,46.29786,tebu,2007,2,CHAPADÃO DO SUL,MS
120,34.3,4.7905,check,2009,2,LUCAS DO RIO VERDE,MT
224,34.4,40.8348,check,2013,2,JATAÍ,GO
28,34.9,92.71949,cypr,2006,2,GOIÂNIA,GO
104,35,12.08496,tebu,2009,2,CAMPO VERDE,MT
113,35,12.39149,pyra_epox,2009,NA,SÃO GABRIEL DO OESTE,MS
150,35,12.41987,azox_cypr,2010,2,SERRA PETROVINA,MT
239,35,12.04741,azox,2014,2,PRIMAVERA DO LESTE,MT
147,35.1,8.93935,cypr,2010,3,CASCAVEL,PR
170,35.3,3.66239,tebu,2010,3,LUZIANIA,GO
204,35.3,10.6472,check,2012,3,SENADOR CANEDO,GO
247,35.3,7.69267,pyra_metc,2014,2,PAULÍNIA,SP
73,35.3,13.299620000000001,azox_cypr,2007,2,CHAPADÃO DO SUL,MS
223,35.4,71.92403,cypr,2013,2,LONDRINA,PR
66,35.4,36.38628,azox,2007,2,CAPÃO BONITO,SP
112,35.5,90.67274,azox_cypr,2009,2,IRACEMÁPOLIS,SP
241,35.7,15.68549,azox_cypr,2014,2,SANTO ANTONIO DE GOIAS,GO
138,35.8,14.77937,tebu,2009,2,IRACEMÁPOLIS,SP
79,35.8,35.48769,pico_cypr,2008,2,LONDRINA,PR
170,36,3.66239,cypr,2010,3,LUZIANIA,GO
203,36,116.98889,pyra_epox,2012,3,SANTO ANTONIO DE GOIAS,GO
250,36,4.57996,azox_cypr,2014,2,SANTA MARIA,RS
112,36.1,90.67274,tebu,2009,2,IRACEMÁPOLIS,SP
211,36.2,160.71324,azox,2013,3,CASCAVEL,PR
110,36.3,16.46864,pyra_epox,2009,3,CAPÃO BONITO,SP
199,36.3,54.00694,tebu,2012,2,IRACEMÁPOLIS,SP
215,36.3,69.97863,cypr,2013,2,PEDRA PRETA,MT
215,36.3,69.97863,pyra_epox,2013,2,PEDRA PRETA,MT
247,36.3,7.69267,azox_cypr,2014,2,PAULÍNIA,SP
88,36.5,69.9894,check,2008,NA,LUIZ EDUARDO MAGALHÃES,BA
34,36.5,4.4652,check,2006,2,LONDRINA,PR
107,36.5,16.4968,check,2009,2,PLANALTINA,DF
132,36.5,28.0765,check,2009,2,PLANALTINA,DF
184,36.6,24.19623,cypr,2011,2,MAFRA,SC
20,36.6,98.31029,cypr,2006,2,LONDRINA,PR
76,36.8,14.94828,azox,2007,2,RIACHÃO,MA
79,36.8,35.48769,azox_cypr,2008,2,LONDRINA,PR
173,36.9,3.75288,cypr,2011,2,RIO VERDE,GO
168,36.9,16.1149,check,2010,2,LONDRINA,PR
112,37,90.67274,pico_cypr,2009,2,IRACEMÁPOLIS,SP
194,37,33.8684,check,2012,2,JATAÍ,GO
250,37,4.57996,pyra_metc,2014,2,SANTA MARIA,RS
2,37,9.8328,check,2005,2,LONDRINA,PR
66,37.1,36.38628,tebu,2007,2,CAPÃO BONITO,SP
182,37.1,0.48713,cypr,2011,2,GUARAPUAVA,PR
227,37.3,25.03053,cypr,2013,3,ITAARA,RS
184,37.3,24.19623,tebu,2011,2,MAFRA,SC
64,37.5,89.6261,azox_cypr,2007,2,CAMPO VERDE,MT
177,37.5,50.33197,trif_prot,2011,2,CAMPO VERDE,MT
177,37.5,50.33197,pyra_epox,2011,2,CAMPO VERDE,MT
204,37.5,10.64722,tebu,2012,3,SENADOR CANEDO,GO
220,37.5,43.27491,cypr,2013,2,CHAPADÃO DO SUL,MS
235,37.5,15.77622,azox,2014,2,PRIMAVERA DO LESTE,MT
239,37.5,12.04741,cypr,2014,2,PRIMAVERA DO LESTE,MT
137,37.7,16.9716,check,2009,2,JATAÍ,GO
155,37.9,20.42122,cypr,2010,2,LONDRINA,PR
241,38,15.68549,cypr,2014,2,SANTO ANTONIO DE GOIAS,GO
47,38,52.5343,check,2007,2,UBERABA,MG
203,38,116.98889,trif_prot,2012,3,SANTO ANTONIO DE GOIAS,GO
207,38,0.32639,tebu,2012,2,GUARAPUAVA,PR
243,38,5.36272,azox_cypr,2014,3,SENADOR CANEDO,GO
220,38.1,43.27491,tebu,2013,2,CHAPADÃO DO SUL,MS
199,38.3,54.00694,azox,2012,2,IRACEMÁPOLIS,SP
247,38.3,7.69267,pyra_epox,2014,2,PAULÍNIA,SP
185,38.4,32.22233,tebu,2011,2,MAFRA,SC
211,38.4,160.71324,pyra_epox,2013,3,CASCAVEL,PR
227,38.5,25.03053,tebu,2013,3,ITAARA,RS
72,38.8,131.57095,tebu,2007,2,CHAPADÃO DO SUL,MS
113,38.8,12.39149,pico_cypr,2009,NA,SÃO GABRIEL DO OESTE,MS
113,38.8,12.39149,azox_cypr,2009,NA,SÃO GABRIEL DO OESTE,MS
135,38.8,19.38492,pyra_metc,2009,2,CAPÃO BONITO,SP
151,38.8,49.01175,pyra_epox,2010,2,CAMPO VERDE,MT
217,38.8,69.23077,azox_cypr,2013,2,CAMPO VERDE,MT
158,39,7.43021,tebu,2010,NA,SENADOR CANEDO,GO
214,39.3,93.58307,pico_cypr,2013,3,DIAMANTINO,MT
163,39.4,4.22077,cypr,2010,2,JATAÍ,GO
23,39.4,8.6806,check,2006,NA,GUARAPUAVA,PR
209,39.4,7.5611,check,2013,2,CAPÃO BONITO,SP
109,39.5,16.89974,tebu,2009,2,SANTA MARIA,RS
50,39.5,2.6653,check,2007,2,ALVORADA,TO
222,39.6,78.67347,azox_cypr,2013,3,RIO VERDE,GO
101,39.9,6.6322,check,2009,2,RIO VERDE,GO
140,40,39.38095,trif_prot,2009,NA,SÃO GABRIEL DO OESTE,MS
177,40,50.33197,pico_cypr,2011,2,CAMPO VERDE,MT
216,40,21.6128,check,2013,2,PRIMAVERA DO LESTE,MT
217,40,69.23077,pico_cypr,2013,2,CAMPO VERDE,MT
250,40,4.57996,pyra_epox,2014,2,SANTA MARIA,RS
221,40,1.8863,check,2013,3,SENADOR CANEDO,GO
199,40.5,54.00694,cypr,2012,2,IRACEMÁPOLIS,SP
69,40.6,26.3444,check,2007,2,GOIÂNIA,GO
195,40.6,5.74013,pyra_epox,2012,2,RIO VERDE,GO
238,40.6,1.87802,azox_cypr,2014,3,RIO VERDE,GO
222,40.7,78.67347,pyra_epox,2013,3,RIO VERDE,GO
190,40.8,1.13175,pico_cypr,2011,2,CAPÃO BONITO,SP
138,41,14.77937,pyra_metc,2009,2,IRACEMÁPOLIS,SP
225,41,31.7662,check,2013,3,PALMEIRA,PR
149,41,283.9388,check,2010,2,LUIZ EDUARDO MAGALHÃES,BA
163,41.1,4.22077,tebu,2010,2,JATAÍ,GO
222,41.2,78.67347,pico_cypr,2013,3,RIO VERDE,GO
173,41.2,3.75288,tebu,2011,2,RIO VERDE,GO
171,41.3,5.71215,cypr,2011,2,PLANALTINA,DF
177,41.3,50.33197,azox_cypr,2011,2,CAMPO VERDE,MT
235,41.3,15.77622,tebu,2014,2,PRIMAVERA DO LESTE,MT
247,41.5,7.69267,cypr,2014,2,PAULÍNIA,SP
144,41.8,43.60284,cypr,2010,2,MAFRA,SC
20,41.9,98.31029,tebu,2006,2,LONDRINA,PR
42,41.9,2.00319,cypr,2007,2,PLANALTINA,DF
15,42,20.6265,check,2005,2,BRASÍLIA,DF
140,42,39.38095,azox_cypr,2009,NA,SÃO GABRIEL DO OESTE,MS
190,42,1.13175,pyra_epox,2011,2,CAPÃO BONITO,SP
197,42,2.41944,azox,2012,3,DECIOLÂNDIA,MT
240,42.1,1.08662,pico_cypr,2014,3,DECIOLÂNDIA,MT
51,42.3,46.29786,cypr,2007,2,CHAPADÃO DO SUL,MS
73,42.3,13.299620000000001,pyra_epox,2007,2,CHAPADÃO DO SUL,MS
175,42.3,5.18648,tebu,2011,2,CHAPADÃO DO SUL,MS
237,42.3,27.19569,pico_cypr,2014,3,RIO VERDE,GO
240,42.3,1.08662,azox_cypr,2014,3,DECIOLÂNDIA,MT
67,42.5,20.4288,check,2007,2,UBERABA,MG
151,42.5,49.01175,pyra_metc,2010,2,CAMPO VERDE,MT
171,42.5,5.71215,tebu,2011,2,PLANALTINA,DF
180,42.5,37.39107,azox_cypr,2011,2,RONDONÓPOLIS,MT
215,42.5,69.97863,tebu,2013,2,PEDRA PRETA,MT
55,42.8,9.66726,cypr,2007,2,RIACHÃO,MA
190,42.8,1.13175,azox_cypr,2011,2,CAPÃO BONITO,SP
146,42.9,23.78373,cypr,2010,3,CHAPADÃO DO SUL,MS
140,43,39.38095,pyra_metc,2009,NA,SÃO GABRIEL DO OESTE,MS
141,43,13.96429,trif_prot,2009,NA,ANTONIO JOÃO,MS
190,43,1.13175,pyra_metc,2011,2,CAPÃO BONITO,SP
60,43.3,10.8433,azox,2007,2,PAULÍNIA,SP
96,43.3,16.60406,pyra_epox,2009,2,LUCAS DO RIO VERDE,MT
176,43.3,15.86111,pyra_metc,2011,2,DOURADOS,MS
153,43.3,11.25348,cypr,2010,3,PASSO FUNDO,RS
52,43.4,75.39699,tebu,2007,2,CHAPADÃO DO SUL,MS
238,43.4,1.87802,pyra_epox,2014,3,RIO VERDE,GO
175,43.5,5.18648,cypr,2011,2,CHAPADÃO DO SUL,MS
248,43.5,80.1194,pico_cypr,2014,3,JATAÍ,GO
220,43.8,43.27491,azox,2013,2,CHAPADÃO DO SUL,MS
99,43.8,7.74542,tebu,2009,NA,BRASNORTE,MT
235,44,15.77622,pyra_metc,2014,2,PRIMAVERA DO LESTE,MT
245,44,23.52286,pico_cypr,2014,3,MARILÂNDIA DO SUL,PR
195,44.1,5.74013,azox_cypr,2012,2,RIO VERDE,GO
144,44.2,43.60284,tebu,2010,2,MAFRA,SC
174,44.5,37.16914,pyra_metc,2011,2,SENADOR CANEDO,GO
133,44.5,3.06349,azox_cypr,2009,2,SANTA MARIA,RS
247,44.5,7.69267,azox,2014,2,PAULÍNIA,SP
73,44.8,13.299620000000001,tebu,2007,2,CHAPADÃO DO SUL,MS
185,44.8,32.2223,check,2011,2,MAFRA,SC
79,44.8,35.48769,tebu,2008,2,LONDRINA,PR
44,45,41.00379,cypr,2007,2,SÃO GABRIEL DO OESTE,MS
62,45,17.93139,azox_cypr,2007,NA,IPAMERI,GO
62,45,17.93139,tebu,2007,NA,IPAMERI,GO
165,45,12.7934,check,2010,2,IRACEMÁPOLIS,SP
176,45,15.86111,pyra_epox,2011,2,DOURADOS,MS
179,45,6.7169,check,2011,2,PEDRA PRETA,MT
193,45,8.85417,trif_prot,2012,2,PEDRA PRETA,MT
198,45,9.63507,cypr,2012,2,PLANALTINA,DF
201,45,25.4434,azox_cypr,2012,2,CAPÃO BONITO,SP
217,45,69.23077,trif_prot,2013,2,CAMPO VERDE,MT
239,45,12.04741,tebu,2014,2,PRIMAVERA DO LESTE,MT
133,45.3,3.06349,trif_prot,2009,2,SANTA MARIA,RS
163,45.3,4.2208,check,2010,2,JATAÍ,GO
214,45.5,93.58307,azox_cypr,2013,3,DIAMANTINO,MT
14,45.6,55.8498,check,2005,2,PATO BRANCO,PR
241,45.6,15.68549,pyra_epox,2014,2,SANTO ANTONIO DE GOIAS,GO
142,45.8,1.5844,cypr,2010,3,DIAMANTINO,MT
231,45.8,0.7326,check,2013,2,ENTRE RIOS,PR
241,46,15.68549,tebu,2014,2,SANTO ANTONIO DE GOIAS,GO
141,46,13.96429,pyra_metc,2009,NA,ANTONIO JOÃO,MS
176,46,15.86111,pico_cypr,2011,2,DOURADOS,MS
217,46.3,69.23077,cypr,2013,2,CAMPO VERDE,MT
235,46.3,15.77622,pyra_epox,2014,2,PRIMAVERA DO LESTE,MT
241,46.3,15.68549,azox,2014,2,SANTO ANTONIO DE GOIAS,GO
121,46.5,3.04921,tebu,2009,2,LUCAS DO RIO VERDE,MT
176,46.5,15.86111,trif_prot,2011,2,DOURADOS,MS
203,46.5,116.98889,azox_cypr,2012,3,SANTO ANTONIO DE GOIAS,GO
190,46.8,1.13175,trif_prot,2011,2,CAPÃO BONITO,SP
238,47,1.87802,azox,2014,3,RIO VERDE,GO
45,47.5,94.09722,tebu,2007,2,CAMPO VERDE,MT
118,47.5,37.49762,tebu,2009,3,CHAPADÃO DO SUL,MS
193,47.5,8.85417,pico_cypr,2012,2,PEDRA PRETA,MT
193,47.5,8.85417,azox_cypr,2012,2,PEDRA PRETA,MT
215,47.5,69.97863,azox,2013,2,PEDRA PRETA,MT
154,47.5,9.6192,check,2010,2,SENADOR CANEDO,GO
241,47.6,15.68549,pyra_metc,2014,2,SANTO ANTONIO DE GOIAS,GO
238,47.6,1.87802,cypr,2014,3,RIO VERDE,GO
247,47.8,7.69267,tebu,2014,2,PAULÍNIA,SP
136,47.9,34.2371,check,2009,2,PASSO FUNDO,RS
188,48.1,29.87248,tebu,2011,2,PASSO FUNDO,RS
46,48.1,46.529,check,2007,2,CAPÃO BONITO,SP
146,48.1,23.78373,tebu,2010,3,CHAPADÃO DO SUL,MS
153,48.2,11.25348,tebu,2010,3,PASSO FUNDO,RS
121,48.3,3.04921,azox_cypr,2009,2,LUCAS DO RIO VERDE,MT
190,48.3,1.13175,tebu,2011,2,CAPÃO BONITO,SP
72,48.5,131.57095,azox,2007,2,CHAPADÃO DO SUL,MS
162,48.7,20.24685,tebu,2010,3,ENTRE RIOS,PR
41,48.8,19.56324,cypr,2007,2,PAULÍNIA,SP
52,48.8,75.39699,cypr,2007,2,CHAPADÃO DO SUL,MS
81,48.8,1.4576,check,2008,2,LONDRINA,PR
151,48.8,49.01175,azox_cypr,2010,2,CAMPO VERDE,MT
176,48.8,15.86111,azox_cypr,2011,2,DOURADOS,MS
141,49,13.96429,azox_cypr,2009,NA,ANTONIO JOÃO,MS
181,49.2,43.46405,tebu,2011,2,CASCAVEL,PR
25,49.4,17.1378,check,2006,2,CAPÃO BONITO,SP
238,49.6,1.87802,tebu,2014,3,RIO VERDE,GO
61,49.8,6.26507,azox_cypr,2007,2,PLANALTINA,DF
191,49.9,55.33878,tebu,2011,2,LONDRINA,PR
238,49.9,1.87802,pyra_metc,2014,3,RIO VERDE,GO
141,50,13.96429,tebu,2009,NA,ANTONIO JOÃO,MS
175,50,5.1865,check,2011,2,CHAPADÃO DO SUL,MS
190,50,1.13175,cypr,2011,2,CAPÃO BONITO,SP
196,50,55.09896,trif_prot,2012,2,SÃO GABRIEL DO OESTE,MS
200,50,4.0128,check,2012,2,LONDRINA,PR
217,50,69.23077,tebu,2013,2,CAMPO VERDE,MT
42,50.4,2.0032,check,2007,2,PLANALTINA,DF
49,50.5,38.8959,check,2007,2,GOIÂNIA,GO
96,50.5,16.60406,pico_cypr,2009,2,LUCAS DO RIO VERDE,MT
133,50.5,3.06349,tebu,2009,2,SANTA MARIA,RS
246,50.8,27.6014,check,2014,2,LONDRINA,PR
102,50.9,13.95629,tebu,2009,2,RIO VERDE,GO
3,51.3,6.5318,check,2005,2,UBERABA,MG
43,51.3,23.3349,tebu,2007,2,IPAMERI,GO
64,51.3,89.6261,tebu,2007,2,CAMPO VERDE,MT
72,51.3,131.57095,pyra_epox,2007,2,CHAPADÃO DO SUL,MS
147,51.5,8.93935,tebu,2010,3,CASCAVEL,PR
203,51.5,116.98889,azox,2012,3,SANTO ANTONIO DE GOIAS,GO
37,51.8,519.1183,check,2006,2,COSTA RICA,MS
113,52.1,12.39149,tebu,2009,NA,SÃO GABRIEL DO OESTE,MS
208,52.3,11.2528,check,2012,2,PALMEIRA,PR
63,52.5,48.03922,azox,2007,2,SÃO GABRIEL DO OESTE,MS
64,52.5,89.6261,azox,2007,2,CAMPO VERDE,MT
131,52.7,11.2895,check,2009,3,LONDRINA,PR
198,53,9.63507,tebu,2012,2,PLANALTINA,DF
242,53,9.05476,azox_cypr,2014,NA,SANTO ANTONIO DE GOIAS,GO
66,53.3,36.3863,check,2007,2,CAPÃO BONITO,SP
211,53.7,160.7132,check,2013,3,CASCAVEL,PR
93,53.8,7.7291,check,2009,3,CHAPADÃO DO SUL,MS
180,53.8,37.39107,cypr,2011,2,RONDONÓPOLIS,MT
193,53.8,8.85417,azox,2012,2,PEDRA PRETA,MT
193,53.8,8.85417,pyra_epox,2012,2,PEDRA PRETA,MT
202,53.8,9.9091,check,2012,2,MAFRA,SC
235,53.8,15.7762,check,2014,2,PRIMAVERA DO LESTE,MT
61,54,6.26507,tebu,2007,2,PLANALTINA,DF
207,54,0.3264,check,2012,2,GUARAPUAVA,PR
244,54.3,28.1899,check,2014,3,CASCAVEL,PR
197,54.5,2.41944,cypr,2012,3,DECIOLÂNDIA,MT
203,54.5,116.98889,cypr,2012,3,SANTO ANTONIO DE GOIAS,GO
155,54.6,20.4212,check,2010,2,LONDRINA,PR
73,54.6,13.299620000000001,azox,2007,2,CHAPADÃO DO SUL,MS
106,54.6,27.1669,check,2009,3,LONDRINA,PR
11,54.6,1.9151,check,2005,2,CHAPADÃO DO SUL,MS
153,54.6,11.2535,check,2010,3,PASSO FUNDO,RS
184,54.7,24.1962,check,2011,2,MAFRA,SC
196,54.8,55.09896,azox_cypr,2012,2,SÃO GABRIEL DO OESTE,MS
245,54.8,23.52286,azox_cypr,2014,3,MARILÂNDIA DO SUL,PR
92,55,76.6431,check,2009,2,CHAPADÃO DO SUL,MS
145,55,25.53655,tebu,2010,2,CHAPADÃO DO SUL,MS
159,55.1,44.1573,tebu,2010,NA,GOIÂNIA,GO
156,55.3,14.76843,tebu,2010,3,LONDRINA,PR
27,56.1,32.5622,check,2006,2,LUIZ EDUARDO MAGALHÃES,BA
217,56.3,69.23077,pyra_epox,2013,2,CAMPO VERDE,MT
40,56.4,40.7691,check,2007,2,LONDRINA,PR
182,56.5,0.48713,tebu,2011,2,GUARAPUAVA,PR
18,56.7,1.222,check,2005,2,TAMARANA,PR
145,56.9,25.53655,cypr,2010,2,CHAPADÃO DO SUL,MS
241,56.9,15.6855,check,2014,2,SANTO ANTONIO DE GOIAS,GO
205,57,0.6267,check,2012,2,ITAARA,RS
248,57,80.1194,azox_cypr,2014,3,JATAÍ,GO
250,57,4.57996,azox,2014,2,SANTA MARIA,RS
90,57.3,3.9495,check,2009,3,TANGARÁ DA SERRA,MT
156,57.4,14.76843,cypr,2010,3,LONDRINA,PR
78,57.5,2.1753,check,2008,2,TAMARANA,PR
45,57.5,94.09722,cypr,2007,2,CAMPO VERDE,MT
117,57.5,3.0971,check,2009,2,CHAPADÃO DO SUL,MS
176,57.5,15.86111,cypr,2011,2,DOURADOS,MS
201,57.5,25.4434,cypr,2012,2,CAPÃO BONITO,SP
201,57.5,25.4434,tebu,2012,2,CAPÃO BONITO,SP
217,57.5,69.23077,azox,2013,2,CAMPO VERDE,MT
226,57.5,74.28072,azox,2013,2,PAULÍNIA,SP
196,57.8,55.09896,pyra_epox,2012,2,SÃO GABRIEL DO OESTE,MS
219,57.8,10.1122,check,2013,3,LONDRINA,PR
245,57.8,23.52286,pyra_metc,2014,3,MARILÂNDIA DO SUL,PR
122,57.9,5.5159,check,2009,3,GOIÂNIA,GO
214,58,93.58307,cypr,2013,3,DIAMANTINO,MT
181,58.1,43.464,check,2011,2,CASCAVEL,PR
144,58.1,43.6028,check,2010,2,MAFRA,SC
9,58.1,26.1469,check,2005,2,CAPÃO BONITO,SP
191,58.1,55.33878,cypr,2011,2,LONDRINA,PR
170,58.3,3.6624,check,2010,3,LUZIANIA,GO
171,58.5,5.7121,check,2011,2,PLANALTINA,DF
206,58.5,0.9333,check,2012,2,PLANALTINA,DF
195,58.8,5.74013,azox,2012,2,RIO VERDE,GO
238,59,1.878,check,2014,3,RIO VERDE,GO
211,59.3,160.71324,tebu,2013,3,CASCAVEL,PR
61,59.5,6.26507,azox,2007,2,PLANALTINA,DF
250,59.5,4.57996,cypr,2014,2,SANTA MARIA,RS
173,59.6,3.7529,check,2011,2,RIO VERDE,GO
55,60,9.6673,check,2007,2,RIACHÃO,MA
62,60,17.93139,pyra_epox,2007,NA,IPAMERI,GO
84,60,10.4991,check,2008,2,CHAPADÃO DO SUL,MS
161,60,10.6464,check,2010,2,LONDRINA,PR
180,60,37.39107,tebu,2011,2,RONDONÓPOLIS,MT
188,60.8,29.8725,check,2011,2,PASSO FUNDO,RS
247,61,7.6927,check,2014,2,PAULÍNIA,SP
1,61.3,20.8384,check,2005,2,LUIZ EDUARDO MAGALHÃES,BA
151,61.3,49.01175,pico_cypr,2010,2,CAMPO VERDE,MT
193,61.3,8.85417,tebu,2012,2,PEDRA PRETA,MT
239,61.3,12.0474,check,2014,2,PRIMAVERA DO LESTE,MT
250,61.8,4.57996,tebu,2014,2,SANTA MARIA,RS
59,61.8,9.7091,check,2007,2,LONDRINA,PR
96,61.9,16.60406,tebu,2009,2,LUCAS DO RIO VERDE,MT
99,62.3,7.7454,check,2009,NA,BRASNORTE,MT
228,62.3,1.7862,check,2013,3,PLANALTINA,DF
121,62.5,3.04921,pyra_metc,2009,2,LUCAS DO RIO VERDE,MT
124,62.5,14.3425,check,2009,NA,BRASNORTE,MT
193,62.5,8.85417,cypr,2012,2,PEDRA PRETA,MT
